id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
500889,Gustavo Lima,F,2026-01-20,115.78,Escuintla,Education
500890,Andrea Dominguez,F,2026-02-28,241.31,Mixco,Retail
500891,Juan Soto,F,2026-02-08,464.56,Escuintla,Services
500892,Luis Alvarez,F,2026-01-10,1.52,Chimaltenango,Services
500893,Patricia Mejia,M,2026-02-16,110.03,Mixco,Education
500894,Miguel Cruz,F,2026-02-26,351.88,Amatitlan,Services
500895,Andrea Ortega,F,2026-02-04,255.14,Amatitlan,Food
500896,Gustavo Molina,M,2026-02-16,23.51,Escuintla,Food
500897,Daniel Vargas,F,2026-02-13,161.83,No especificado,Food
500898,Gustavo Hernandez,M,2026-02-04,247.22,Mixco,Education
500899,Fernando Castillo,M,2026-02-18,372.54,Chimaltenango,Education
500900,Ana Mazariegos,F,2026-02-12,211.5,Antigua,Education
500901,Monica Lopez,M,2026-01-11,185.33,Antigua,Services
500902,Daniel Gomez,M,2026-02-13,255.14,Mixco,Food
500903,Kevin Flores,F,2026-02-03,244.82,Amatitlan,Services
500904,Pedro Soto,M,2026-01-27,442.2,Quetzaltenango,Food
500905,Maria Perez,F,2026-02-05,20.57,Amatitlan,Retail
500906,Hector Ruiz,F,2026-02-08,323.98,Escuintla,Education
500907,Elena Dominguez,M,2026-01-08,68.67,Amatitlan,Education
500908,Gustavo Hernandez,M,2026-01-14,313.29,Guatemala,Education
500909,Patricia Ortega,F,2026-02-16,198.46,Antigua,Education
500910,Diana Diaz,M,2026-01-02,208.98,No especificado,Services
500911,Laura Morales,F,2026-01-07,114.52,Escuintla,Retail
500912,Elena Morales,F,2026-02-10,0.41,Escuintla,Retail
500913,Ricardo Torres,F,2026-01-12,338.78,Quetzaltenango,Services
500914,Hector Lopez,F,2026-01-29,239.17,Amatitlan,Retail
500915,Andrea Diaz,F,2026-02-17,197.62,Villa Nueva,Food
500916,Ricardo Aguilar,M,2026-02-24,61.11,Mixco,Food
500917,Luis Herrera,F,2026-02-19,253.74,Guatemala,Services
500918,Ana Morales,M,2026-01-16,430.2,Villa Nueva,Education
500919,Oscar Ruiz,M,2026-01-20,255.14,Villa Nueva,Food
500920,Valeria Ramirez,F,2026-02-19,165.87,Villa Nueva,Services
500921,Monica Lopez,F,2026-02-16,69.85,Quetzaltenango,Food
500922,Paola Castillo,M,2026-03-01,118.38,Guatemala,Retail
500923,Maria Ramirez,M,2026-02-14,247.22,Chimaltenango,Education
500924,Monica Reyes,F,2026-02-23,230.99,Amatitlan,Food
500925,Pablo Rojas,F,2026-01-25,255.0,Villa Nueva,Retail
500926,Pedro Dominguez,F,2026-02-27,130.43,Quetzaltenango,Retail
500927,Andrea Diaz,M,2026-01-20,413.74,Chimaltenango,Services
500928,Sofia Aguilar,F,2026-01-10,363.28,Antigua,Food
500929,Elena Nunez,F,2026-02-02,224.0,Antigua,Services
500930,Carlos Dominguez,M,2026-01-10,228.45,Guatemala,Food
500931,Gabriela Aguilar,M,2026-01-03,263.64,Quetzaltenango,Retail
500932,Hector Gomez,F,2026-01-14,367.35,Quetzaltenango,Retail
500933,Fernando Soto,F,2026-01-23,255.14,Antigua,Food
500934,Monica Lopez,F,2026-01-22,45.81,Antigua,Food
500935,Ana Paz,M,2026-01-02,7.93,Guatemala,Retail
500936,Fernando Nunez,M,2026-01-07,214.18,Antigua,Services
500937,Paola Alvarez,M,2026-01-08,135.23,Guatemala,Services
500938,Maria Paz,F,2026-01-10,250.28,Amatitlan,Retail
500939,Isabel Mejia,M,2026-02-15,82.53,Villa Nueva,Education
500940,Elena Mejia,M,2026-01-02,238.13,Amatitlan,Food
500941,Maria Aguilar,M,2026-01-20,260.88,Mixco,Food
500942,Jose Flores,M,2026-02-25,453.55,Amatitlan,Education
500943,Carmen Torres,F,2026-01-22,247.22,Antigua,Education
500944,Karla Morales,F,2026-01-22,22.83,Quetzaltenango,Education
500945,Karla Torres,M,2026-02-14,346.04,Amatitlan,Food
500946,Fernando Lopez,F,2026-02-07,342.61,Escuintla,Services
500947,Carmen Reyes,F,2026-01-15,204.51,Mixco,Food
500948,Monica Aguilar,M,2026-01-28,397.82,Amatitlan,Food
500949,Juan Gomez,M,2026-01-30,454.02,Antigua,Education
500950,Patricia Nunez,F,2026-02-14,215.13,Quetzaltenango,Food
500951,Jose Mendez,M,2026-01-25,494.36,Chimaltenango,Food
500952,Pedro Gomez,F,2026-02-18,34.4,Mixco,Retail
500953,Diana Aguilar,M,2026-01-26,185.93,Escuintla,Education
500954,Miguel Nunez,F,2026-01-23,378.48,No especificado,Services
500955,Gustavo Castillo,F,2026-01-20,184.73,Chimaltenango,Services
500956,Isabel Mejia,F,2026-02-02,477.1,Villa Nueva,Retail
500957,Paola Diaz,M,2026-01-29,102.35,Chimaltenango,Food
500958,Gabriela Ramirez,F,2026-01-06,456.59,Escuintla,Food
500959,Andrea Herrera,F,2026-01-25,189.66,Antigua,Retail
500960,Pedro Diaz,M,2026-01-18,247.7,Antigua,Food
500961,Valeria Vargas,M,2026-01-30,371.09,Antigua,Services
500962,Rene Herrera,M,2026-01-14,250.28,Villa Nueva,Retail
500963,Carlos Reyes,M,2026-02-22,31.29,Mixco,Services
500964,Monica Flores,F,2026-01-19,96.85,Escuintla,Services
500965,Isabel Aguilar,F,2026-01-31,407.28,Quetzaltenango,Food
500966,Sofia Flores,M,2026-01-20,94.31,No especificado,Food
500967,Gustavo Morales,M,2026-02-04,498.92,Escuintla,Retail
500968,Maria Cruz,F,2026-02-04,467.45,No especificado,Education
500969,Elena Mejia,M,2026-01-23,96.28,Quetzaltenango,Services
500970,Monica Molina,M,2026-01-20,376.28,Villa Nueva,Services
500971,Patricia Nunez,F,2026-02-11,325.02,Chimaltenango,Food
500972,Carmen Rojas,F,2026-01-20,128.95,Guatemala,Food
500973,Pedro Ortega,F,2026-01-28,288.55,No especificado,Food
500974,Pablo Reyes,F,2026-02-19,330.07,Mixco,Services
500975,Maria Diaz,F,2026-01-02,208.5,Guatemala,Food
500976,Pedro Mendez,M,2026-01-01,109.49,Antigua,Services
500977,Carlos Herrera,F,2026-01-29,46.51,Quetzaltenango,Education
500978,Pedro Torres,M,2026-01-01,170.83,Chimaltenango,Retail
500979,Valeria Vargas,M,2026-02-03,411.33,Quetzaltenango,Services
500980,Hector Ruiz,M,2026-01-04,317.02,Chimaltenango,Education
500981,Andrea Molina,M,2026-01-13,93.43,Mixco,Food
500982,Gabriela Cruz,M,2026-02-21,247.22,Quetzaltenango,Education
500983,Elena Ortega,M,2026-02-01,239.02,Antigua,Services
500984,Luis Flores,M,2026-02-08,54.19,Escuintla,Retail
500985,Kevin Flores,F,2026-01-13,95.96,Antigua,Food
500986,Pablo Vargas,F,2026-02-13,92.16,Quetzaltenango,Education
500987,Fernando Cruz,M,2026-01-10,147.23,No especificado,Education
500988,Oscar Ortega,F,2026-02-27,428.68,Mixco,Food
500989,Gabriela Perez,F,2026-01-05,456.09,Villa Nueva,Education
500990,Valeria Ortega,F,2026-01-14,147.23,Antigua,Food
500991,Pedro Fuentes,F,2026-02-24,88.78,Chimaltenango,Education
500992,Juan Torres,M,2026-02-25,258.4,Mixco,Services
500993,Karla Vargas,M,2026-01-13,211.85,No especificado,Retail
500994,Patricia Lima,No especificado,2026-01-15,42.43,Chimaltenango,Education
500995,Paola Mendez,F,2026-02-28,495.66,Quetzaltenango,Education
500996,Oscar Lima,F,2026-02-01,478.69,Mixco,Services
500997,Andrea Vargas,M,2026-02-11,253.74,Mixco,Services
500998,Andrea Reyes,M,2026-02-10,213.58,Escuintla,Education
500999,Diana Fuentes,F,2026-02-05,426.63,No especificado,Food
501000,Kevin Flores,M,2026-02-17,81.08,Escuintla,Services
501001,Daniel Aguilar,M,2026-01-10,305.74,Escuintla,Food
501002,Diana Vargas,F,2026-01-15,247.22,Amatitlan,Education
501003,Miguel Gomez,F,2026-01-10,307.28,Mixco,Services
501004,Pedro Rojas,M,2026-01-29,418.92,Mixco,Food
501005,Gabriela Ramirez,F,2026-01-02,293.71,Amatitlan,Retail
501006,Jose Ramirez,M,2026-01-03,372.81,Villa Nueva,Retail
501007,Daniel Lima,F,2026-01-18,409.21,Mixco,Food
501008,Pedro Alvarez,F,2026-01-18,80.15,Quetzaltenango,Services
501009,Diana Cruz,F,2026-02-19,322.35,Chimaltenango,Services
501010,Carmen Flores,M,2026-02-28,95.49,Escuintla,Education
501011,Ricardo Ruiz,M,2026-01-19,341.25,Amatitlan,Retail
501012,Luis Dominguez,M,2026-02-24,335.32,Guatemala,Services
501013,Laura Diaz,F,2026-02-20,413.17,Mixco,Retail
501014,Elena Lima,F,2026-02-04,440.38,Mixco,Services
501015,Carlos Alvarez,M,2026-02-01,227.32,Escuintla,Education
501016,Pablo Torres,M,2026-02-17,414.66,Quetzaltenango,Food
501017,Miguel Rojas,M,2026-01-07,427.92,Quetzaltenango,Food
501018,Maria Morales,No especificado,2026-02-24,247.22,Villa Nueva,Education
501019,Oscar Molina,F,2026-01-12,280.86,Quetzaltenango,Retail
501020,Laura Castillo,F,2026-01-20,29.86,No especificado,Retail
501021,Rene Perez,F,2026-02-21,396.63,Guatemala,Services
501022,Elena Soto,M,2026-02-28,383.7,Chimaltenango,Services
501023,Gustavo Alvarez,M,2026-01-07,123.16,Chimaltenango,Services
501024,Miguel Vargas,F,2026-01-27,22.01,Escuintla,Retail
501025,Pedro Hernandez,F,2026-02-24,339.21,Guatemala,Retail
501026,Carlos Ramirez,M,2026-01-10,150.26,Villa Nueva,Education
501027,Hector Diaz,M,2026-01-30,182.05,Mixco,Services
501028,Miguel Ramirez,F,2026-02-01,460.53,Mixco,Education
501029,Gabriela Perez,M,2026-01-02,244.32,Quetzaltenango,Education
501030,Daniel Castillo,M,2026-02-05,390.53,Villa Nueva,Food
501031,Elena Perez,M,2026-01-27,351.12,Villa Nueva,Food
501032,Rene Mazariegos,F,2026-02-11,442.7,Antigua,Services
501033,Jose Perez,M,2026-02-20,190.93,Amatitlan,Education
501034,Carlos Cruz,M,2026-02-10,97.92,Amatitlan,Retail
501035,Paola Ramirez,M,2026-02-25,247.22,Escuintla,Education
501036,Monica Nunez,M,2026-01-03,449.66,Quetzaltenango,Services
501037,Miguel Mendez,M,2026-02-20,329.26,Chimaltenango,Food
501038,Ana Ortega,F,2026-02-08,253.74,Guatemala,Services
501039,Patricia Alvarez,F,2026-02-27,146.67,Chimaltenango,Services
501040,Gustavo Nunez,F,2026-02-25,250.28,Escuintla,Retail
501041,Elena Solis,F,2026-02-05,202.19,Villa Nueva,Retail
501042,Sofia Ramirez,F,2026-02-10,192.56,Amatitlan,Education
501043,Rene Paz,F,2026-02-03,112.1,No especificado,Services
501044,Andrea Molina,M,2026-02-28,232.9,Guatemala,Retail
501045,Juan Fuentes,F,2026-01-11,8.05,Amatitlan,Food
501046,Maria Vargas,M,2026-01-31,52.69,Antigua,Education
501047,Kevin Mejia,F,2026-02-21,253.74,Amatitlan,Services
501048,Kevin Flores,M,2026-02-18,352.78,Chimaltenango,Services
501049,Isabel Paz,M,2026-01-24,494.43,Chimaltenango,Retail
501050,Paola Mazariegos,F,2026-01-09,358.49,Villa Nueva,Retail
501051,Daniel Mejia,M,2026-01-20,456.06,Escuintla,Services
501052,Diana Reyes,F,2026-02-23,379.67,Escuintla,Retail
501053,Rene Aguilar,F,2026-01-18,239.41,Chimaltenango,Retail
501054,Gabriela Paz,F,2026-01-27,98.61,Guatemala,Services
501055,Karla Aguilar,F,2026-01-11,277.46,Amatitlan,Retail
501056,Karla Reyes,M,2026-02-22,250.28,Mixco,Retail
501057,Valeria Ortega,F,2026-01-29,330.9,No especificado,Food
501058,Karla Fuentes,F,2026-01-20,426.93,Mixco,Education
501059,Carlos Solis,No especificado,2026-01-06,149.04,Villa Nueva,Food
501060,Juan Ramirez,M,2026-02-07,497.52,Antigua,Education
501061,Jose Mendez,F,2026-01-27,84.85,Escuintla,Education
501062,Juan Dominguez,M,2026-02-20,278.34,Guatemala,Retail
501063,Ricardo Mejia,M,2026-02-27,247.22,Villa Nueva,Education
501064,Paola Gomez,F,2026-02-12,194.81,Guatemala,Education
501065,Valeria Castillo,F,2026-01-08,107.9,Amatitlan,Food
501066,Monica Mejia,M,2026-02-07,498.96,Antigua,Education
501067,Luis Rojas,M,2026-02-22,471.23,Amatitlan,Education
501068,Gustavo Morales,M,2026-02-28,493.32,Guatemala,Food
501069,Karla Morales,No especificado,2026-01-20,332.03,Escuintla,Education
501070,Monica Morales,F,2026-01-06,247.22,Quetzaltenango,Education
501071,Rene Herrera,F,2026-01-13,146.16,Chimaltenango,Retail
501072,Gabriela Alvarez,M,2026-01-07,178.8,Amatitlan,Services
501073,Rene Perez,M,2026-02-07,390.99,Mixco,Education
501074,Andrea Herrera,M,2026-02-03,360.85,Quetzaltenango,Retail
501075,Andrea Cruz,M,2026-01-28,253.74,Quetzaltenango,Services
501076,Miguel Reyes,M,2026-02-27,146.12,Mixco,Retail
501077,Luis Castillo,F,2026-01-11,41.42,Guatemala,Education
501078,Gustavo Mazariegos,M,2026-02-11,85.03,Amatitlan,Services
501079,Monica Alvarez,F,2026-02-27,253.74,Escuintla,Services
501080,Carlos Rojas,M,2026-01-19,218.57,Mixco,Services
501081,Elena Ramirez,F,2026-02-02,240.43,Antigua,Services
501082,Juan Soto,M,2026-01-07,425.51,Chimaltenango,Services
501083,Elena Reyes,M,2026-01-22,313.23,Quetzaltenango,Retail
501084,Daniel Paz,No especificado,2026-01-27,252.63,Quetzaltenango,Education
501085,Gabriela Fuentes,M,2026-02-13,314.56,Quetzaltenango,Education
501086,Rene Hernandez,M,2026-01-29,146.21,Chimaltenango,Education
501087,Patricia Gomez,F,2026-02-17,275.12,Guatemala,Education
501088,Fernando Dominguez,F,2026-01-29,2.28,Guatemala,Services
501089,Pablo Castillo,F,2026-01-12,253.74,Chimaltenango,Services
501090,Ricardo Nunez,F,2026-02-07,123.52,Guatemala,Education
501091,Hector Fuentes,M,2026-01-10,112.73,Amatitlan,Food
501092,Andrea Lopez,M,2026-01-17,43.3,Quetzaltenango,Retail
501093,Isabel Perez,F,2026-02-23,463.51,Antigua,Food
501094,Valeria Vargas,F,2026-02-22,132.26,Guatemala,Services
501095,Luis Castillo,M,2026-02-19,253.74,No especificado,Services
501096,Maria Lima,F,2026-01-18,384.97,Chimaltenango,Food
501097,Elena Mazariegos,M,2026-02-10,247.22,Antigua,Education
501098,Karla Rojas,M,2026-01-07,326.83,Chimaltenango,Services
501099,Monica Reyes,M,2026-02-15,114.23,Antigua,Food
501100,Karla Vargas,F,2026-01-21,388.7,Guatemala,Education
501101,Elena Ruiz,F,2026-01-11,255.14,Quetzaltenango,Food
501102,Elena Aguilar,F,2026-02-26,69.62,Mixco,Food
501103,Jose Paz,F,2026-01-30,243.31,Escuintla,Services
501104,Miguel Lima,F,2026-01-10,253.74,No especificado,Services
501105,Laura Flores,F,2026-02-10,42.92,Antigua,Services
501106,Luis Herrera,F,2026-01-17,426.65,Quetzaltenango,Services
501107,Ricardo Molina,M,2026-02-10,76.55,Mixco,Food
501108,Rene Ortega,F,2026-02-25,392.94,Escuintla,Education
501109,Sofia Vargas,M,2026-01-22,409.95,Mixco,Education
501110,Kevin Soto,M,2026-01-21,295.84,Amatitlan,Food
501111,Laura Ramirez,M,2026-01-12,84.03,Mixco,Retail
501112,Andrea Aguilar,M,2026-02-20,58.08,Chimaltenango,Education
501113,Paola Ramirez,M,2026-01-22,1.2,No especificado,Food
501114,Fernando Castillo,M,2026-01-03,207.42,Quetzaltenango,Food
501115,Laura Cruz,F,2026-01-26,209.95,Mixco,Food
501116,Maria Perez,F,2026-02-23,62.19,Mixco,Retail
501117,Ana Mejia,M,2026-01-07,486.87,Villa Nueva,Food
501118,Diana Nunez,M,2026-01-15,282.61,Chimaltenango,Education
501119,Kevin Mazariegos,M,2026-02-26,205.62,Amatitlan,Services
501120,Kevin Alvarez,F,2026-01-11,209.32,Chimaltenango,Services
501121,Maria Lima,F,2026-01-07,82.68,Amatitlan,Retail
501122,Carmen Rojas,M,2026-02-14,460.87,Antigua,Food
501123,Valeria Ortega,M,2026-01-05,124.53,No especificado,Education
501124,Carlos Paz,F,2026-03-01,367.63,Antigua,Retail
501125,Hector Solis,M,2026-02-21,255.14,Amatitlan,Food
501126,Sofia Mendez,M,2026-02-27,323.34,Mixco,Services
501127,Diana Herrera,M,2026-02-12,355.78,Quetzaltenango,Services
501128,Patricia Torres,F,2026-02-15,197.03,Guatemala,Education
501129,Laura Mazariegos,M,2026-01-08,412.69,Escuintla,Retail
501130,Juan Lima,M,2026-02-24,262.24,Chimaltenango,Education
501131,Pedro Castillo,M,2026-02-25,177.32,Guatemala,Services
501132,Carmen Molina,F,2026-03-01,4.08,Quetzaltenango,Services
501133,Elena Fuentes,F,2026-02-07,247.22,Guatemala,Education
501134,Ana Soto,F,2026-02-03,95.61,Amatitlan,Food
501135,Jose Solis,F,2026-01-11,255.14,Guatemala,Food
501136,Gabriela Molina,M,2026-01-09,242.64,Amatitlan,Education
501137,Oscar Reyes,F,2026-02-07,201.48,Quetzaltenango,Education
501138,Laura Nunez,M,2026-02-20,478.02,No especificado,Retail
501139,Carmen Alvarez,M,2026-02-12,454.26,Guatemala,Food
501140,Kevin Alvarez,F,2026-01-24,222.82,Escuintla,Services
501141,Valeria Soto,M,2026-02-08,412.83,Mixco,Food
501142,Valeria Reyes,M,2026-01-19,75.32,Amatitlan,Education
501143,Ana Soto,M,2026-01-02,239.85,Escuintla,Education
501144,Miguel Aguilar,M,2026-01-31,193.89,Chimaltenango,Retail
501145,Ricardo Ortega,M,2026-02-26,253.74,Quetzaltenango,Services
501146,Gustavo Lopez,F,2026-01-03,381.07,Escuintla,Food
501147,Pablo Cruz,M,2026-01-16,342.06,Mixco,Retail
501148,Fernando Alvarez,F,2026-01-02,395.95,Amatitlan,Food
501149,Kevin Fuentes,M,2026-01-24,97.61,Mixco,Retail
501150,Fernando Solis,F,2026-01-16,129.36,No especificado,Retail
501151,Karla Morales,No especificado,2026-01-10,312.42,Guatemala,Services
501152,Daniel Mendez,M,2026-02-05,369.36,Chimaltenango,Education
501153,Elena Torres,F,2026-02-21,175.18,Amatitlan,Services
501154,Carmen Herrera,M,2026-02-14,134.91,Quetzaltenango,Retail
501155,Andrea Herrera,M,2026-02-22,30.71,Guatemala,Retail
501156,Oscar Cruz,M,2026-02-27,212.48,Guatemala,Services
501157,Jose Nunez,F,2026-02-19,392.12,Antigua,Services
501158,Kevin Mazariegos,M,2026-02-19,196.55,Chimaltenango,Retail
501159,Carlos Fuentes,M,2026-01-05,177.45,Amatitlan,Services
501160,Diana Vargas,M,2026-02-26,471.59,Mixco,Retail
501161,Ricardo Castillo,M,2026-01-05,210.79,Amatitlan,Services
501162,Diana Vargas,F,2026-02-08,372.31,Amatitlan,Food
501163,Isabel Reyes,F,2026-03-01,291.79,Antigua,Food
501164,Valeria Soto,F,2026-02-14,317.47,Quetzaltenango,Food
501165,Jose Mejia,F,2026-02-13,292.5,Villa Nueva,Retail
501166,Hector Solis,M,2026-02-05,23.14,Antigua,Services
501167,Gustavo Mazariegos,M,2026-01-18,251.8,Quetzaltenango,Retail
501168,Ana Reyes,M,2026-01-05,312.64,Chimaltenango,Education
501169,Gustavo Rojas,M,2026-02-08,476.44,Escuintla,Services
501170,Pedro Flores,F,2026-01-04,118.92,Mixco,Education
501171,Ana Lima,F,2026-02-01,413.33,Mixco,Retail
501172,Maria Vargas,M,2026-02-15,186.02,Chimaltenango,Food
501173,Laura Ortega,F,2026-01-11,252.03,Chimaltenango,Education
501174,Laura Nunez,M,2026-01-13,17.78,Villa Nueva,Education
501175,Rene Hernandez,F,2026-02-24,320.46,Chimaltenango,Services
501176,Diana Solis,M,2026-02-17,7.25,Antigua,Food
501177,Laura Castillo,M,2026-02-13,459.02,Amatitlan,Services
501178,Gabriela Mejia,F,2026-01-28,250.28,Antigua,Retail
501179,Paola Ramirez,F,2026-02-26,304.22,Villa Nueva,Food
501180,Carlos Mendez,F,2026-01-01,190.59,Amatitlan,Services
501181,Paola Gomez,M,2026-01-16,249.28,Villa Nueva,Education
501182,Diana Morales,F,2026-02-03,275.49,Amatitlan,Retail
501183,Monica Mendez,M,2026-01-03,9.59,No especificado,Food
501184,Patricia Hernandez,F,2026-01-27,174.31,Chimaltenango,Services
501185,Monica Hernandez,F,2026-02-01,103.42,Antigua,Education
501186,Elena Mejia,M,2026-01-05,6.42,Villa Nueva,Retail
501187,Elena Ortega,M,2026-01-11,44.77,Mixco,Services
501188,Miguel Rojas,M,2026-01-16,255.14,Villa Nueva,Food
501189,Karla Reyes,F,2026-02-27,23.07,Quetzaltenango,Services
501190,Isabel Cruz,M,2026-01-19,199.91,Villa Nueva,Retail
501191,Maria Molina,F,2026-02-08,60.51,Villa Nueva,Services
501192,Juan Aguilar,M,2026-01-21,152.74,Antigua,Education
501193,Gabriela Diaz,M,2026-01-18,374.76,Mixco,Education
501194,Diana Reyes,M,2026-02-12,407.62,Villa Nueva,Retail
501195,Daniel Nunez,F,2026-02-19,336.73,Guatemala,Education
501196,Andrea Fuentes,M,2026-01-11,305.29,Quetzaltenango,Services
501197,Hector Molina,M,2026-01-10,151.25,Guatemala,Services
501198,Diana Mendez,M,2026-01-27,294.39,Quetzaltenango,Services
501199,Andrea Reyes,F,2026-01-29,119.86,Quetzaltenango,Retail
501200,Luis Gomez,M,2026-02-06,278.89,Amatitlan,Food
501201,Paola Reyes,F,2026-02-10,135.77,Chimaltenango,Services
501202,Hector Rojas,F,2026-02-26,232.9,Chimaltenango,Food
501203,Luis Aguilar,F,2026-02-23,202.94,Antigua,Food
501204,Daniel Vargas,M,2026-01-07,317.22,Escuintla,Services
501205,Kevin Mejia,F,2026-01-13,69.72,Chimaltenango,Food
501206,Elena Herrera,M,2026-01-05,489.97,Villa Nueva,Food
501207,Elena Castillo,F,2026-02-26,477.14,Amatitlan,Food
501208,Juan Diaz,M,2026-01-12,126.96,Mixco,Food
501209,Pablo Molina,M,2026-02-08,487.72,Escuintla,Education
501210,Rene Herrera,M,2026-01-14,329.77,Mixco,Education
501211,Monica Hernandez,M,2026-01-13,253.74,Guatemala,Services
501212,Elena Reyes,F,2026-01-10,342.9,Amatitlan,Services
501213,Daniel Alvarez,M,2026-02-27,475.67,Quetzaltenango,Food
501214,Hector Ruiz,F,2026-01-05,253.74,Antigua,Services
501215,Juan Reyes,F,2026-02-22,437.96,Guatemala,Education
501216,Monica Diaz,F,2026-01-13,18.88,Mixco,Retail
501217,Jose Herrera,M,2026-01-02,407.96,Quetzaltenango,Education
501218,Hector Diaz,F,2026-01-14,475.47,Guatemala,Food
501219,Juan Alvarez,M,2026-01-22,331.47,Chimaltenango,Food
501220,Valeria Molina,M,2026-01-29,435.34,Mixco,Retail
501221,Oscar Ruiz,M,2026-02-05,126.41,Mixco,Food
501222,Sofia Molina,F,2026-02-08,247.22,Quetzaltenango,Education
501223,Rene Soto,M,2026-02-03,207.57,Mixco,Retail
501224,Gabriela Diaz,M,2026-01-22,429.92,Escuintla,Food
501225,Isabel Ruiz,M,2026-01-19,250.28,Amatitlan,Retail
501226,Valeria Dominguez,M,2026-01-11,255.14,Quetzaltenango,Food
501227,Valeria Flores,F,2026-01-25,383.14,Chimaltenango,Food
501228,Luis Ruiz,M,2026-01-06,290.81,Antigua,Education
501229,Valeria Reyes,F,2026-01-28,250.99,Quetzaltenango,Retail
501230,Paola Reyes,M,2026-01-16,75.93,Mixco,Food
501231,Gabriela Perez,F,2026-02-07,403.43,Escuintla,Education
501232,Ricardo Mejia,F,2026-01-11,302.04,Antigua,Food
501233,Pablo Herrera,M,2026-02-04,129.49,Amatitlan,Food
501234,Karla Herrera,M,2026-01-29,383.97,Quetzaltenango,Education
501235,Fernando Herrera,M,2026-01-28,128.57,Amatitlan,Food
501236,Ana Soto,F,2026-02-22,144.03,Chimaltenango,Food
501237,Andrea Mendez,M,2026-01-25,438.81,Chimaltenango,Education
501238,Gabriela Hernandez,M,2026-02-12,306.48,Escuintla,Education
501239,Oscar Torres,F,2026-01-07,224.65,Guatemala,Services
501240,Karla Flores,M,2026-01-13,330.24,Villa Nueva,Retail
501241,Monica Paz,M,2026-02-05,250.28,Chimaltenango,Retail
501242,Monica Flores,M,2026-01-03,147.35,Mixco,Services
501243,Daniel Lima,F,2026-02-27,401.79,Villa Nueva,Education
501244,Diana Mendez,M,2026-01-05,7.72,Amatitlan,Education
501245,Gabriela Hernandez,M,2026-02-10,255.14,Quetzaltenango,Food
501246,Ricardo Rojas,F,2026-01-27,130.08,Mixco,Retail
501247,Juan Fuentes,M,2026-02-17,310.27,Guatemala,Services
501248,Ana Mejia,M,2026-01-22,44.63,Amatitlan,Education
501249,Oscar Ruiz,F,2026-02-28,104.82,Escuintla,Retail
501250,Hector Dominguez,M,2026-02-10,163.09,Quetzaltenango,Retail
501251,Valeria Rojas,F,2026-01-04,334.28,Escuintla,Services
501252,Miguel Rojas,F,2026-01-06,322.61,Guatemala,Services
501253,Sofia Dominguez,F,2026-01-18,311.25,Villa Nueva,Education
501254,Carmen Ramirez,M,2026-01-16,368.68,Chimaltenango,Food
501255,Ricardo Paz,F,2026-02-22,438.31,Antigua,Education
501256,Ricardo Paz,No especificado,2026-02-11,138.93,Guatemala,Retail
501257,Elena Paz,M,2026-02-17,308.01,Villa Nueva,Education
501258,Monica Hernandez,No especificado,2026-02-04,110.3,Mixco,Retail
501259,Jose Dominguez,No especificado,2026-01-09,438.35,Chimaltenango,Services
501260,Daniel Reyes,M,2026-02-01,104.92,Amatitlan,Services
501261,Oscar Alvarez,No especificado,2026-02-10,259.43,Chimaltenango,Education
501262,Karla Gomez,M,2026-02-24,188.52,Quetzaltenango,Services
501263,Karla Mazariegos,M,2026-01-23,488.1,Quetzaltenango,Retail
501264,Sofia Herrera,M,2026-01-07,267.67,Mixco,Food
501265,Paola Dominguez,M,2026-01-17,208.46,Mixco,Services
501266,Monica Diaz,F,2026-01-12,261.56,Quetzaltenango,Services
501267,Juan Hernandez,F,2026-01-20,255.14,Mixco,Food
501268,Isabel Alvarez,F,2026-02-03,202.61,Chimaltenango,Food
501269,Maria Alvarez,M,2026-02-08,467.34,Mixco,Retail
501270,Luis Hernandez,M,2026-02-03,192.64,Mixco,Food
501271,Ricardo Mejia,F,2026-01-02,255.64,Antigua,Services
501272,Pedro Soto,M,2026-02-28,390.1,Escuintla,Retail
501273,Maria Castillo,M,2026-01-17,287.2,Villa Nueva,Retail
501274,Valeria Nunez,F,2026-02-28,348.25,Antigua,Food
501275,Karla Mazariegos,F,2026-01-02,257.59,Escuintla,Services
501276,Hector Nunez,F,2026-02-05,397.89,Villa Nueva,Services
501277,Pablo Paz,M,2026-02-12,348.27,Mixco,Retail
501278,Luis Ramirez,F,2026-02-15,12.17,Villa Nueva,Education
501279,Gustavo Solis,M,2026-02-19,444.22,Escuintla,Retail
501280,Diana Aguilar,M,2026-02-11,313.76,Amatitlan,Services
501281,Daniel Ruiz,F,2026-01-13,124.15,Escuintla,Education
501282,Ana Cruz,F,2026-01-08,256.7,Guatemala,Retail
501283,Isabel Flores,F,2026-02-09,350.43,No especificado,Retail
501284,Juan Solis,F,2026-02-06,237.57,Escuintla,Retail
501285,Ana Nunez,F,2026-01-29,2.13,Chimaltenango,Services
501286,Paola Alvarez,F,2026-01-19,236.52,Antigua,Retail
501287,Kevin Torres,F,2026-01-08,124.74,Chimaltenango,Services
501288,Ana Molina,M,2026-01-22,342.0,Guatemala,Services
501289,Patricia Mendez,M,2026-01-21,394.03,Villa Nueva,Education
501290,Oscar Lopez,M,2026-01-10,65.18,Amatitlan,Education
501291,Daniel Reyes,M,2026-01-03,255.14,Villa Nueva,Food
